,Location_type,zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,wh_owner_type,flood_impacted,electric_supply,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m
9892,1,3,4,0,3,1,0,1,2002.0,28,1,1,2
9893,1,2,6,0,2,1,0,0,2002.0,25,0,2,6
9894,1,1,8,0,4,1,1,1,2003.0,39,0,0,4
9895,1,1,7,0,3,0,0,0,1996.0,25,0,0,5
9896,1,2,1,1,2,1,0,1,2009.0,17,0,2,6
9897,1,3,3,0,2,0,0,0,2009.0,15,0,0,4
9898,1,3,3,0,4,1,0,1,2018.0,8,0,2,3
9899,0,3,6,0,3,1,0,1,2021.0,6,1,4,3
9900,1,2,1,0,3,0,0,1,2009.0,20,0,4,5
9901,1,1,3,0,4,0,0,1,2022.0,8,1,4,2
9902,1,3,1,0,2,1,1,1,2009.0,32,0,4,4
9903,1,2,0,2,3,1,0,1,2009.0,24,0,1,4
9904,1,2,4,0,2,1,0,1,2006.0,22,0,4,3
9905,1,1,7,0,4,0,0,1,2019.0,6,0,3,4
9906,1,3,0,2,3,1,0,1,2009.0,16,0,0,4
9907,1,2,2,1,4,0,0,1,2009.0,15,0,1,2
9908,1,1,4,0,4,0,0,0,2002.0,31,0,2,4
9909,0,2,1,1,2,1,1,1,2009.0,18,0,3,4
9910,1,3,5,3,2,1,0,1,2020.0,5,0,4,3
9911,1,1,8,0,3,1,0,1,2009.0,15,0,4,3
9912,1,2,1,5,2,1,0,0,2009.0,14,1,4,4
9913,1,1,3,0,4,1,0,1,2009.0,4,1,4,2
9914,1,2,2,0,2,1,0,1,2009.0,11,0,3,1
9915,1,1,4,0,2,0,0,1,2020.0,5,0,0,1
9916,1,1,1,0,4,0,0,1,2009.0,18,0,1,3
9917,1,1,1,1,2,1,0,0,2009.0,7,0,3,4
9918,1,3,5,0,4,0,0,0,1999.0,25,0,3,6
9919,1,3,2,3,2,0,0,1,2009.0,15,0,4,2
9920,1,2,5,0,2,0,0,1,2007.0,18,1,2,6
9921,1,1,7,1,4,1,0,0,2014.0,9,0,0,3
9922,1,1,4,0,6,1,0,1,2010.0,20,0,4,6
9923,1,0,4,0,4,0,0,0,2010.0,21,0,0,5
9924,1,2,1,2,2,0,1,1,2009.0,13,0,4,3
9925,1,1,2,0,4,1,0,1,2009.0,20,0,3,2
9926,1,1,3,0,4,0,0,0,2009.0,25,1,2,5
9927,1,2,5,0,3,0,0,0,2012.0,18,0,0,6
9928,1,1,8,1,3,0,0,1,2009.0,6,0,2,1
9929,1,3,0,0,3,1,0,1,2009.0,18,0,3,4
9930,1,1,1,0,4,1,1,1,2009.0,10,1,3,6
9931,1,2,1,3,4,0,0,1,2009.0,16,0,2,2
9932,1,3,0,0,5,0,0,1,2009.0,13,0,3,3
9933,1,2,8,4,2,1,0,1,2009.0,6,1,1,1
9934,1,3,5,0,4,1,0,1,2012.0,22,0,4,4
9935,1,1,7,3,2,0,0,0,2009.0,14,0,2,2
9936,1,2,4,0,2,1,1,1,2001.0,32,0,2,2
9937,1,1,4,4,3,0,0,1,2009.0,4,1,4,2
9938,1,1,2,0,3,1,1,1,2009.0,13,0,4,6
9939,1,3,6,2,4,1,0,1,2009.0,10,0,0,4
9940,1,2,5,0,1,0,0,1,2019.0,5,0,2,5
9941,1,2,0,1,2,1,0,0,2009.0,14,0,2,6
9942,1,3,1,2,1,1,0,0,2009.0,25,0,3,4
9943,1,2,2,0,5,0,1,1,2009.0,23,0,0,3
9944,1,3,6,0,3,0,0,0,2007.0,23,0,2,2
9945,1,3,8,0,2,0,0,1,2018.0,13,0,4,1
9946,1,2,6,0,2,0,0,0,2002.0,30,1,1,2
9947,1,1,7,3,3,0,0,0,2009.0,27,0,3,5
9948,1,2,7,0,2,0,0,1,2014.0,14,0,4,6
9949,1,3,4,1,4,0,1,1,2000.0,23,0,0,3
9950,1,3,4,0,5,1,0,1,2014.0,16,1,1,2
9951,1,1,0,0,2,1,0,1,2009.0,0,0,4,0
9952,0,3,8,0,4,1,0,1,2007.0,25,1,0,2
9953,1,3,1,1,4,1,0,1,2009.0,24,0,2,6
9954,0,1,1,0,2,1,0,1,2009.0,24,0,4,3
9955,1,3,2,0,3,1,0,0,2009.0,9,0,0,3
9956,1,3,6,0,4,0,0,1,2015.0,10,0,4,1
9957,0,3,0,1,4,1,1,1,2009.0,25,0,3,5
9958,1,3,1,0,4,0,0,1,2009.0,34,1,1,5
9959,1,3,8,0,5,1,0,1,1999.0,34,0,4,3
9960,1,3,0,0,5,0,0,0,2009.0,19,0,4,3
9961,0,2,8,1,3,0,0,1,2009.0,25,1,1,3
9962,1,2,0,0,3,0,0,1,2009.0,9,0,2,1
9963,1,1,4,1,4,1,0,1,2013.0,9,0,2,6
9964,1,2,4,0,3,1,0,1,2012.0,19,1,1,4
9965,1,3,3,0,4,0,0,1,2004.0,25,0,2,5
9966,1,1,8,2,4,1,0,1,2009.0,6,0,3,2
9967,1,1,3,0,2,1,0,1,2016.0,5,0,3,1
9968,1,3,6,1,4,1,0,0,2004.0,23,1,0,2
9969,1,3,1,0,5,0,0,1,2009.0,16,0,1,5
9970,1,1,8,0,2,0,0,1,2004.0,31,1,3,2
9971,1,1,8,0,4,0,0,1,1999.0,25,0,4,4
9972,1,2,6,1,2,1,0,0,2002.0,34,1,1,6
9973,1,2,4,0,2,1,0,1,2009.0,16,0,4,6
9974,1,2,3,0,2,1,0,0,2008.0,24,0,0,3
9975,1,1,5,0,4,0,0,0,2002.0,17,0,3,5
9976,1,3,5,1,4,0,0,1,2008.0,22,1,0,6
9977,1,1,3,0,3,0,0,0,2015.0,16,0,2,1
9978,1,1,5,3,2,0,0,0,2009.0,13,0,3,2
9979,1,1,1,3,3,0,0,1,2009.0,24,0,2,6
9980,1,1,5,2,4,1,0,0,2010.0,19,1,2,5
9981,1,1,3,2,3,1,0,1,1997.0,24,1,1,3
9982,1,1,6,1,2,0,0,0,2009.0,15,0,4,2
9983,1,2,8,0,2,0,0,0,2006.0,30,0,3,2
9984,1,2,4,0,3,1,1,1,2015.0,10,1,4,3
9985,1,2,0,3,2,0,0,1,2009.0,5,0,4,2
9986,1,2,4,0,2,0,0,1,2008.0,19,1,1,6
9987,1,3,1,0,4,0,0,1,2009.0,25,0,0,5
9988,1,1,4,0,3,1,0,1,2012.0,18,1,2,6
9989,1,3,8,0,4,0,0,1,2003.0,15,0,0,3
9990,1,1,5,1,4,1,0,1,2019.0,6,1,4,3
9991,1,3,4,0,3,1,0,1,2000.0,29,1,2,6
9992,1,1,2,1,3,0,0,0,2009.0,22,0,0,2
9993,1,3,0,0,3,0,0,1,2009.0,19,0,4,2
9994,1,2,1,2,3,1,0,1,2009.0,24,0,4,6
9995,1,1,7,0,3,0,0,0,2008.0,16,0,2,3
9996,0,3,3,0,5,1,0,1,2014.0,21,1,3,5
9997,1,1,6,1,6,0,0,0,2001.0,33,1,1,2
9998,1,2,5,0,2,1,0,1,2018.0,5,1,4,1
9999,1,3,5,0,4,0,0,1,2007.0,22,0,2,2
10000,1,3,0,0,4,1,0,1,2009.0,19,0,4,3
10001,1,1,4,0,2,0,0,1,2009.0,18,1,1,5
10002,1,2,0,1,2,0,0,1,2009.0,26,0,0,6
10003,1,1,1,2,2,1,0,1,2009.0,10,0,1,1
10004,1,2,7,0,3,1,0,0,2004.0,22,0,0,5
10005,1,2,6,2,3,0,0,0,2009.0,14,0,0,3
10006,0,1,3,1,3,1,1,1,2006.0,28,0,4,2
10007,1,2,4,3,2,0,0,0,2009.0,4,1,4,1
10008,1,1,1,0,3,1,0,1,2009.0,9,0,3,1
10009,0,1,7,1,2,0,0,1,2014.0,9,0,3,2
10010,1,3,6,0,6,0,0,1,2003.0,30,0,3,6
10011,1,3,6,5,2,0,0,0,2009.0,10,0,2,4
10012,1,3,5,0,3,0,0,1,2021.0,0,0,4,0
10013,1,1,8,0,3,1,0,1,2016.0,20,0,3,3
10014,1,1,5,0,3,1,0,0,2020.0,4,1,3,1
10015,1,1,5,0,1,1,0,1,1996.0,38,0,3,2
10016,1,1,5,1,4,1,1,1,1997.0,34,0,3,3
10017,1,1,1,0,3,0,0,1,2009.0,16,1,4,4
10018,1,1,2,0,4,1,0,0,2009.0,18,0,0,6
10019,1,3,6,3,3,0,0,0,2009.0,4,1,4,3
10020,1,3,8,0,3,0,0,0,2009.0,13,0,3,4
10021,1,3,6,0,6,0,0,1,2002.0,30,0,0,6
10022,1,3,4,0,4,0,0,0,2007.0,28,1,1,4
10023,1,3,7,0,4,1,0,1,2000.0,24,0,4,3
10024,1,1,1,1,3,1,0,0,2009.0,23,0,0,5
10025,1,3,4,0,2,0,0,0,2009.0,4,0,3,2
10026,0,3,0,1,3,1,0,1,2009.0,12,0,1,4
10027,1,2,1,3,2,1,0,0,2009.0,8,0,3,1
10028,1,1,8,3,2,1,0,0,2009.0,23,0,2,3
10029,1,3,5,5,2,1,0,1,2009.0,4,1,0,3
10030,1,1,6,1,5,1,0,1,2005.0,29,1,3,3
10031,1,1,0,1,3,0,0,1,2009.0,5,0,0,2
10032,1,2,6,1,2,0,0,1,2009.0,11,0,0,3
10033,1,2,8,2,2,1,0,1,2009.0,17,1,3,5
10034,1,1,0,1,5,1,0,1,2009.0,15,0,3,6
10035,1,1,4,1,3,0,0,1,2020.0,5,1,4,3
10036,1,3,3,0,6,0,0,1,2000.0,24,1,0,6
10037,0,3,4,2,5,1,0,1,2016.0,6,1,0,2
10038,1,3,7,0,2,0,0,1,2011.0,16,0,3,3
10039,1,2,4,0,3,1,1,1,2013.0,10,1,1,5
10040,1,1,2,0,2,1,0,0,2009.0,12,0,4,4
10041,1,2,0,1,4,1,0,1,2009.0,11,0,2,5
10042,1,1,4,0,3,0,0,1,2005.0,26,0,0,2
10043,1,1,4,1,2,0,0,1,2019.0,6,0,0,2
10044,1,2,7,0,3,0,0,0,2014.0,13,1,1,1
10045,1,3,4,0,3,1,0,1,2022.0,6,0,4,2
10046,1,3,4,1,2,1,0,1,2003.0,14,0,4,4
10047,1,1,8,2,4,0,0,0,2009.0,4,0,3,1
10048,1,1,5,1,4,1,0,1,2009.0,27,0,4,3
10049,1,1,8,1,3,0,0,0,2009.0,26,0,0,3
10050,1,3,2,0,3,0,0,1,2009.0,18,0,2,5
10051,1,2,7,0,3,1,0,0,2018.0,5,1,3,5
10052,1,1,0,3,3,1,0,0,2009.0,5,0,0,6
10053,1,1,7,0,3,0,1,1,2009.0,14,0,0,2
10054,1,1,6,0,5,1,0,0,2012.0,17,1,1,3
10055,1,3,4,0,3,1,0,1,1996.0,23,1,0,3
10056,1,2,7,1,4,1,0,1,2016.0,15,0,3,5
10057,1,2,2,0,2,1,0,1,2009.0,21,0,0,3
10058,1,2,7,0,2,1,0,1,2021.0,5,1,4,2
10059,1,3,4,0,4,1,0,0,2017.0,13,0,3,1
10060,1,1,3,0,3,0,0,0,2005.0,29,1,1,5
10061,1,1,7,0,3,1,0,1,2016.0,6,0,4,3
10062,1,3,0,0,4,0,0,1,2009.0,24,0,0,3
10063,1,1,1,0,2,1,0,1,2009.0,18,0,0,6
10064,0,1,6,0,2,1,0,1,2001.0,39,1,1,3
10065,1,1,0,0,3,1,0,0,2009.0,21,0,2,1
10066,1,1,4,2,3,1,0,1,2009.0,14,0,2,3
10067,1,3,5,0,5,1,0,0,2000.0,22,1,1,3
10068,1,2,4,0,1,1,0,1,2006.0,31,1,1,4
10069,1,2,1,0,2,0,0,0,2009.0,25,0,4,6
10070,1,1,4,3,3,1,0,1,2002.0,27,1,2,6
10071,1,1,1,0,3,1,0,1,2009.0,10,0,3,3
10072,1,3,0,0,4,0,0,0,2009.0,19,0,2,6
10073,1,2,4,0,4,0,0,1,2009.0,12,0,3,3
10074,1,1,2,0,2,0,0,0,2009.0,0,0,4,0
10075,1,1,4,0,3,0,0,1,1999.0,31,0,2,4
10076,1,3,4,0,4,1,0,1,2020.0,6,0,3,1
10077,1,3,8,2,2,1,0,1,2009.0,4,0,0,3
10078,1,2,7,0,4,1,0,1,2018.0,13,1,4,3
10079,1,3,2,0,4,0,0,0,2009.0,21,0,1,6
10080,1,3,3,0,3,0,1,1,2008.0,19,1,4,2
10081,1,2,3,0,2,1,1,0,2015.0,10,1,4,3
10082,1,1,3,1,2,1,0,0,2016.0,9,0,3,1
10083,1,3,6,0,4,1,0,1,2020.0,5,1,4,1
10084,1,1,8,3,3,1,0,0,2012.0,15,0,0,3
10085,1,3,5,0,5,1,1,1,2021.0,4,1,4,3
10086,1,3,5,0,3,0,0,1,2008.0,16,1,0,5
10087,1,2,1,1,2,0,0,0,2009.0,0,0,4,0
10088,1,1,6,1,3,0,0,1,2001.0,28,0,0,5
10089,1,1,4,3,2,0,0,0,2009.0,6,1,2,5
10090,1,3,1,1,6,0,0,0,2009.0,4,1,2,5
10091,1,1,2,0,4,0,0,1,2009.0,15,1,1,5
10092,1,3,5,0,4,0,0,1,2014.0,14,0,4,5
10093,1,1,6,0,2,1,1,1,2009.0,27,1,1,2
10094,1,1,1,0,4,0,0,1,2009.0,23,0,0,2
10095,1,3,6,2,2,0,0,0,2009.0,25,1,1,5
10096,1,2,2,0,2,0,0,0,2009.0,33,0,0,4
10097,1,3,3,0,4,0,0,1,2000.0,38,1,1,4
10098,1,3,8,0,3,1,0,1,2009.0,5,0,0,1
10099,1,2,6,0,1,0,1,1,2007.0,19,0,3,6
10100,1,2,1,0,2,0,0,1,2009.0,4,0,4,2
10101,1,3,4,0,4,1,0,1,2020.0,5,0,4,3
10102,1,2,7,0,2,1,0,1,1998.0,26,0,2,4
10103,1,1,1,0,4,1,0,1,2009.0,24,0,3,2
10104,1,1,5,2,4,1,0,1,2003.0,14,0,3,2
10105,1,1,3,0,1,1,0,1,2010.0,22,0,3,2
10106,1,2,0,0,3,0,0,0,2009.0,4,0,2,2
10107,1,1,3,0,2,1,0,1,2021.0,5,0,2,3
10108,1,3,6,0,3,1,0,1,1998.0,31,0,2,3
10109,1,2,3,0,2,0,0,0,2013.0,9,1,1,1
10110,1,1,7,0,3,0,0,0,2012.0,21,1,1,1
10111,1,3,1,4,4,0,0,1,2009.0,12,0,4,4
10112,0,2,8,0,3,1,0,0,2009.0,13,0,3,6
10113,1,2,0,0,2,0,0,0,2009.0,26,0,4,3
10114,1,2,0,0,2,0,0,1,2009.0,32,0,0,4
10115,1,3,5,0,2,0,0,1,2022.0,6,0,3,2
10116,1,1,6,0,3,1,0,0,2011.0,14,0,0,4
10117,1,1,2,2,2,1,0,1,2009.0,27,0,0,2
10118,1,1,6,0,3,1,0,1,2005.0,25,1,1,3
10119,1,3,5,0,4,0,0,0,2008.0,20,1,3,3
10120,1,1,8,3,2,0,0,1,2009.0,14,1,1,3
10121,1,1,8,0,4,0,0,1,2019.0,5,1,4,1
10122,1,1,2,2,2,1,0,0,2009.0,14,1,1,4
10123,1,1,2,0,3,1,1,1,2009.0,16,0,2,3
10124,1,2,3,0,2,1,1,1,2011.0,19,1,4,6
10125,1,3,5,0,4,0,0,0,2006.0,28,0,4,5
10126,1,1,7,0,2,1,0,0,2011.0,19,0,0,2
10127,1,3,8,0,4,1,0,0,2007.0,20,1,1,5
10128,1,3,2,0,4,0,0,0,2009.0,5,0,4,3
10129,1,3,4,0,3,1,1,1,2000.0,32,0,4,3
10130,1,2,6,0,2,0,1,1,2014.0,12,0,2,4
10131,1,1,7,0,2,1,0,1,2014.0,16,1,2,1
10132,1,2,5,0,3,0,0,0,2009.0,16,0,3,3
10133,1,3,8,0,3,0,1,1,2003.0,31,0,0,2
10134,1,1,6,2,2,0,0,1,2009.0,0,0,4,0
10135,1,3,4,2,2,0,0,1,2009.0,13,1,2,4
10136,1,3,1,0,6,1,0,1,2009.0,23,0,4,6
10137,1,3,5,0,3,0,1,1,2021.0,0,0,4,0
10138,1,1,1,0,3,0,0,1,2009.0,7,0,4,1
10139,1,3,1,1,3,1,1,1,2009.0,9,0,1,3
10140,1,1,6,1,3,0,0,0,2009.0,22,0,0,4
10141,1,2,5,2,2,1,1,1,2020.0,4,1,4,3
10142,1,1,1,1,3,1,1,1,2009.0,27,0,1,5
10143,1,2,2,1,2,1,0,1,2009.0,4,0,3,2
10144,1,1,0,1,2,0,0,1,2009.0,10,0,3,2
10145,1,1,6,0,3,1,0,1,1998.0,30,0,3,3
10146,1,3,2,0,2,0,0,0,2009.0,23,0,2,3
10147,0,3,8,4,4,0,1,1,2003.0,25,1,4,4
10148,1,1,3,0,4,0,0,0,2021.0,5,1,3,1
10149,1,1,6,0,3,0,0,1,2000.0,28,0,0,6
10150,1,3,6,0,4,1,1,1,2012.0,15,0,0,5
10151,0,3,3,3,2,1,0,0,2009.0,19,1,1,3
10152,1,0,4,3,7,1,0,1,2019.0,4,1,4,2
10153,1,1,4,0,4,0,0,1,2017.0,5,0,2,3
10154,1,1,3,1,5,1,0,0,2010.0,20,0,0,2
10155,1,1,4,0,3,1,0,0,2000.0,29,0,2,3
10156,1,3,8,2,4,1,0,1,2009.0,13,1,1,5
10157,1,1,7,1,2,1,0,1,2003.0,27,1,2,6
10158,0,1,4,2,4,0,1,1,2009.0,14,0,4,3
10159,1,2,1,3,2,0,0,1,2009.0,25,0,3,3
10160,1,3,2,0,4,1,0,1,2009.0,0,0,4,0
10161,1,2,0,0,3,1,0,1,2009.0,10,0,2,1
10162,1,1,8,0,4,1,0,1,2002.0,39,0,3,3
10163,1,3,7,1,4,1,0,0,2009.0,0,0,4,0
10164,1,2,5,0,2,0,0,0,2008.0,20,0,0,6
10165,1,3,6,3,3,1,0,0,2009.0,19,1,1,5
10166,1,1,8,0,4,0,0,0,2016.0,6,1,1,5
10167,1,3,5,0,5,1,1,1,2022.0,4,1,4,3
10168,1,1,8,0,3,0,0,0,2016.0,5,1,0,2
10169,1,1,6,0,4,0,0,1,2008.0,22,0,0,4
10170,1,1,0,0,2,0,0,0,2009.0,7,0,4,1
10171,1,2,5,0,3,1,0,0,2002.0,35,1,1,3
10172,1,2,5,0,2,0,0,1,1999.0,39,0,3,5
10173,1,3,3,0,3,1,0,1,2010.0,23,0,2,6
10174,1,1,3,0,3,1,0,1,2009.0,8,0,4,3
10175,1,1,0,0,5,0,0,0,2009.0,4,0,4,3
10176,1,2,5,1,2,1,0,0,2009.0,6,1,0,3
10177,1,2,2,2,4,0,0,1,2009.0,18,0,0,3
10178,1,1,5,1,3,1,1,1,2009.0,20,0,0,5
10179,0,2,7,0,2,1,0,1,1997.0,22,0,2,6
10180,1,1,2,0,4,1,0,1,2009.0,33,1,2,6
10181,1,1,0,2,2,0,0,0,2009.0,25,0,0,3
10182,1,1,7,0,2,0,0,0,2001.0,27,0,3,2
10183,1,1,0,2,2,1,0,0,2009.0,11,0,0,3
10184,1,2,3,0,2,1,0,0,2003.0,23,0,3,3
10185,1,3,6,0,3,1,0,1,2017.0,11,0,0,4
10186,1,3,5,0,4,0,0,0,2012.0,23,1,4,6
10187,1,2,6,0,2,0,0,0,2001.0,24,0,4,2
10188,1,2,4,0,3,1,0,1,2009.0,11,0,2,2
10189,1,2,2,0,4,0,0,0,2009.0,16,0,2,3
10190,1,1,0,0,3,1,0,0,2009.0,10,0,4,5
10191,1,1,4,0,5,1,0,1,2006.0,25,0,4,5
10192,1,3,7,1,4,0,0,1,2009.0,21,0,3,3
10193,1,3,7,0,6,0,0,1,2004.0,31,0,3,5
10194,1,1,2,1,4,0,0,0,2009.0,17,0,2,6
10195,1,3,7,0,4,0,0,0,2013.0,9,1,1,1
10196,1,3,5,1,4,1,0,0,2020.0,5,1,4,2
10197,1,1,4,0,2,0,0,0,2009.0,25,1,1,6
10198,1,3,3,4,2,0,0,1,2009.0,15,0,2,2
10199,1,3,5,0,4,0,0,0,2004.0,38,0,3,5
10200,1,2,0,0,1,0,0,1,2009.0,26,0,4,6
10201,1,3,8,2,4,0,0,1,2009.0,14,0,2,4
10202,1,2,3,1,3,1,0,1,2002.0,31,1,0,6
10203,1,2,1,0,2,1,0,1,2009.0,25,0,0,3
10204,1,1,6,1,2,0,0,1,2007.0,32,0,0,3
10205,1,1,8,1,7,0,0,1,2019.0,6,0,0,6
10206,1,2,5,0,2,0,0,1,2010.0,18,0,3,3
10207,1,1,5,0,3,1,0,0,2014.0,9,0,0,1
10208,1,1,7,0,2,1,0,0,2012.0,20,0,4,1
10209,1,2,7,2,3,0,0,1,2009.0,5,1,1,4
10210,1,1,3,0,6,1,0,0,1996.0,25,1,0,6
10211,1,1,1,0,2,1,0,1,2009.0,18,0,2,6
10212,1,3,2,1,4,0,0,0,2009.0,24,0,0,4
10213,1,1,8,2,2,0,0,0,2009.0,5,0,0,1
10214,1,3,8,1,4,1,0,1,2009.0,23,0,3,4
10215,1,2,0,1,6,1,0,0,2009.0,5,0,2,1
10216,1,1,7,0,2,1,0,1,2018.0,5,0,0,2
10217,0,3,7,1,1,0,0,1,2015.0,12,1,1,2
10218,1,1,0,2,2,1,0,0,2009.0,13,0,3,4
10219,1,3,7,0,3,1,0,1,2000.0,31,1,1,2
10220,1,3,7,0,4,1,0,1,2007.0,25,0,0,6
10221,1,1,6,2,2,0,0,1,2009.0,0,0,4,0
10222,1,3,7,0,2,1,0,1,2014.0,19,0,0,3
10223,0,3,3,0,2,0,0,0,2009.0,11,1,1,6
10224,1,1,1,4,4,0,0,1,2009.0,7,0,4,5
10225,1,3,6,0,3,0,0,1,2012.0,20,0,3,5
10226,1,1,4,0,3,1,0,0,2022.0,4,0,3,1
10227,1,2,3,0,4,0,0,0,2014.0,17,1,1,6
10228,1,3,6,3,2,1,0,1,2016.0,13,1,4,6
10229,1,2,7,0,3,0,1,1,2004.0,24,0,0,4
10230,1,1,1,0,2,1,0,1,2009.0,17,0,2,6
10231,0,3,1,0,5,1,1,1,2009.0,27,0,3,2
10232,1,3,3,0,3,0,0,1,1999.0,34,1,1,6
10233,1,2,3,0,4,0,0,1,2010.0,18,1,1,2
10234,1,3,2,0,2,1,0,1,2009.0,10,0,1,2
10235,1,2,1,0,2,1,0,1,2009.0,34,0,4,6
10236,1,2,2,0,4,0,0,1,2009.0,9,0,1,4
10237,1,3,6,0,3,0,0,1,2013.0,13,0,0,1
10238,1,2,0,3,2,0,0,0,2009.0,17,0,2,6
10239,1,3,5,0,5,1,0,1,2009.0,20,0,0,2
10240,0,3,2,0,4,1,0,0,2009.0,24,0,4,2
10241,1,2,1,0,3,1,0,1,2009.0,24,0,2,4
10242,1,3,1,1,3,1,1,1,2009.0,22,0,3,5
10243,1,1,4,0,3,0,0,1,2018.0,11,0,4,5
10244,1,3,8,0,7,1,1,1,2009.0,4,0,2,4
10245,1,1,6,0,2,0,0,1,1999.0,28,0,0,2
10246,1,3,0,0,4,1,0,1,2009.0,37,0,0,6
10247,1,2,1,0,2,0,0,1,2009.0,12,1,1,3
10248,1,1,6,0,3,0,0,1,2002.0,30,0,0,4
10249,1,1,3,0,3,1,0,1,2016.0,14,0,2,6
10250,1,1,1,0,4,0,1,1,2009.0,7,0,4,3
10251,0,2,3,1,2,1,0,1,2009.0,14,0,3,5
10252,1,1,8,0,3,1,0,1,2016.0,10,0,2,5
10253,1,1,5,0,3,0,0,1,2021.0,6,0,3,2
10254,1,3,4,3,6,1,0,0,2009.0,23,0,0,5
10255,1,1,6,0,4,1,0,1,2005.0,23,0,2,6
10256,0,0,1,2,7,1,0,1,2009.0,18,0,4,2
10257,1,1,1,5,4,1,0,1,2009.0,22,0,2,6
10258,1,1,1,0,2,1,0,1,2009.0,31,0,3,3
10259,1,2,3,3,2,1,0,1,2008.0,19,1,4,5
10260,1,2,0,2,2,0,0,1,2009.0,27,0,3,4
10261,1,3,5,1,7,1,1,1,2009.0,6,1,1,1
10262,1,2,5,0,2,0,0,0,2009.0,13,0,4,3
10263,0,1,5,1,3,1,0,1,2011.0,17,0,2,5
10264,1,3,3,3,4,1,0,0,2009.0,19,1,1,4
10265,1,1,1,0,2,1,0,1,2009.0,22,0,0,4
10266,1,3,4,3,4,0,0,1,2009.0,15,0,3,5
10267,1,1,8,0,2,1,0,0,2013.0,20,1,2,2
10268,1,2,0,1,1,1,0,0,2009.0,19,0,0,6
10269,1,1,1,0,2,1,0,1,2009.0,0,0,4,0
10270,1,2,7,0,4,0,0,0,2021.0,4,0,3,3
10271,1,1,4,0,4,1,0,1,2009.0,0,0,4,0
10272,1,3,6,0,6,1,0,0,2009.0,23,0,2,2
10273,1,1,3,0,2,0,0,1,2002.0,33,1,4,2
10274,1,1,5,1,1,0,0,0,2020.0,5,0,2,2
10275,1,3,3,0,5,1,0,0,2013.0,13,0,0,5
10276,1,3,5,0,4,1,0,1,2020.0,9,0,2,2
10277,1,3,8,0,3,1,0,1,2010.0,16,1,1,2
10278,1,3,0,0,3,1,0,1,2009.0,24,0,1,3
10279,1,3,7,0,4,0,0,0,2015.0,14,1,3,1
10280,1,1,0,1,3,0,0,1,2009.0,6,0,3,2
10281,1,1,3,0,3,1,0,1,2009.0,20,0,3,6
10282,1,1,2,0,3,1,0,1,2009.0,25,0,4,2
10283,1,1,6,1,4,0,0,0,2007.0,32,0,3,6
10284,1,1,7,3,2,1,0,1,2018.0,6,0,2,6
10285,1,2,0,0,2,1,0,0,2009.0,9,0,1,5
10286,1,1,7,0,3,1,0,1,2009.0,21,1,2,4
10287,1,1,8,2,3,0,0,0,2009.0,11,0,3,2
10288,1,1,4,0,2,1,0,1,1997.0,25,0,0,3
10289,1,2,7,2,2,0,0,0,2009.0,14,0,4,5
10290,1,3,7,0,3,0,0,1,2009.0,0,0,4,0
10291,1,3,2,0,4,1,0,0,2009.0,24,0,2,6
10292,1,2,1,1,2,1,0,1,2009.0,6,0,3,3
10293,1,3,8,0,2,0,0,0,2007.0,17,0,4,5
10294,1,1,4,3,5,0,0,1,2009.0,4,1,0,6
10295,1,2,3,3,2,0,0,0,2008.0,19,0,2,5
10296,0,1,2,0,4,1,0,1,2009.0,5,0,2,3
10297,1,2,3,0,2,1,0,1,2017.0,21,1,1,4
10298,0,1,1,0,4,1,0,1,2009.0,20,0,4,5
10299,1,1,0,0,4,1,0,1,2009.0,10,0,4,5
10300,1,1,4,0,2,0,0,0,2006.0,36,1,0,3
10301,1,3,8,0,3,1,0,1,2009.0,11,0,2,2
10302,1,1,0,0,3,1,1,1,2009.0,4,0,3,2
10303,1,3,7,0,2,1,0,0,2000.0,22,0,4,4
10304,1,2,7,0,2,1,0,1,2013.0,16,1,1,4
10305,1,3,1,0,4,0,0,0,2009.0,20,0,3,1
10306,1,2,2,0,2,0,0,0,2009.0,37,0,0,6
10307,1,2,1,1,4,1,0,1,2009.0,6,0,1,2
10308,1,1,6,0,3,0,0,1,1997.0,30,0,0,4
10309,1,1,0,0,2,0,0,0,2009.0,20,0,4,5
10310,1,3,0,0,6,1,1,1,2009.0,27,0,4,5
10311,1,1,3,2,3,1,0,1,2020.0,4,0,3,1
10312,1,1,3,4,3,1,0,1,2009.0,0,0,4,0
10313,1,3,2,0,3,0,0,1,2009.0,18,0,3,6
10314,1,2,2,1,2,1,1,1,2009.0,29,0,3,5
10315,1,3,0,0,3,0,0,1,2009.0,25,0,2,3
10316,1,1,3,0,2,1,0,1,2018.0,9,1,0,4
10317,1,2,8,0,2,0,0,1,2008.0,16,1,1,3
10318,1,1,6,1,4,0,0,1,2009.0,5,0,4,3
10319,1,3,2,0,2,0,0,0,2009.0,4,0,2,3
10320,1,1,3,0,4,1,0,1,2006.0,34,1,4,3
10321,1,1,7,1,4,0,0,1,2013.0,9,1,1,1
10322,1,2,3,1,2,0,0,0,2009.0,19,1,3,6
10323,1,1,2,0,4,0,0,0,2009.0,27,0,0,5
10324,1,1,6,0,4,1,1,1,2009.0,19,1,1,6
