Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_109268,EID_59268,Rural,Mid,North,Zone 3,6,0,4,4452,Rented,21,0,0,1,189,25,2016,20,1,C,2,27,28096
WH_109269,EID_59269,Rural,Large,North,Zone 5,4,0,3,4676,Company Owned,55,1,0,1,145,22,2011,16,1,A,2,14,23104
WH_109270,EID_59270,Rural,Large,North,Zone 6,1,2,3,4553,Rented,21,0,0,1,171,27,,5,0,B,2,6,6098
WH_109271,EID_59271,Rural,Large,North,Zone 5,5,0,4,4462,Rented,69,0,1,1,195,31,2021,4,0,A,1,17,6068
WH_109272,EID_59272,Rural,Mid,North,Zone 2,3,0,3,4948,Company Owned,27,1,0,1,161,29,2006,31,1,A+,2,1,43064
WH_109273,EID_59273,Rural,Small,North,Zone 1,5,0,2,4618,Company Owned,52,0,0,1,235,42,2015,10,0,C,6,3,13131
WH_109274,EID_59274,Rural,Small,South,Zone 1,8,0,2,4971,Rented,37,0,0,0,195,20,2017,11,1,B,3,21,14140
WH_109275,EID_59275,Urban,Large,North,Zone 6,0,0,4,4113,Company Owned,70,0,0,1,84,36,,6,0,B,2,29,7060
WH_109276,EID_59276,Urban,Large,North,Zone 6,2,2,2,4792,Company Owned,45,0,0,1,86,21,,9,1,A+,3,28,12118
WH_109277,EID_59277,Rural,Large,North,Zone 5,8,0,3,6925,Company Owned,69,0,0,1,77,44,2012,23,0,B+,3,24,28093
WH_109278,EID_59278,Rural,Mid,West,Zone 4,5,0,4,4389,Company Owned,60,0,0,1,56,44,2008,19,0,B,2,26,21132
WH_109279,EID_59279,Rural,Large,North,Zone 6,7,0,2,3800,Company Owned,43,0,1,1,225,23,2016,16,1,A+,6,6,23131
WH_109280,EID_59280,Rural,Mid,West,Zone 4,3,2,4,4969,Rented,20,0,0,0,163,15,2009,18,0,B,4,11,21082
WH_109281,EID_59281,Rural,Large,South,Zone 5,8,0,4,5057,Company Owned,53,0,0,1,58,26,2016,12,1,A+,2,25,17098
WH_109282,EID_59282,Rural,Mid,North,Zone 3,8,1,1,4985,Rented,65,1,0,1,75,31,2017,5,1,B,2,27,6142
WH_109283,EID_59283,Rural,Mid,West,Zone 4,0,3,3,2658,Company Owned,23,0,0,1,211,31,,24,0,B+,4,26,27088
WH_109284,EID_59284,Rural,Large,North,Zone 5,2,1,3,4842,Company Owned,46,0,0,0,258,29,,0,0,NA,0,25,3122
WH_109285,EID_59285,Rural,Mid,South,Zone 2,8,0,2,3991,Company Owned,18,0,0,1,157,28,2010,20,1,A,5,32,26099
WH_109286,EID_59286,Rural,Mid,North,Zone 4,0,0,4,4551,Rented,15,1,0,1,244,26,,36,0,B,5,26,45075
WH_109287,EID_59287,Urban,Mid,North,Zone 2,8,1,4,5953,Company Owned,34,0,0,0,76,24,2002,32,1,A+,5,1,42125
WH_109288,EID_59288,Rural,Small,South,Zone 6,2,0,2,4671,Company Owned,46,0,0,1,91,28,,23,0,C,2,9,29125
WH_109289,EID_59289,Rural,Large,West,Zone 6,3,3,6,3070,Company Owned,67,0,0,1,201,35,,18,1,A,2,23,23103
WH_109290,EID_59290,Rural,Mid,South,Zone 3,5,0,2,5098,Company Owned,70,0,0,1,169,25,2002,35,0,B+,6,19,44110
WH_109291,EID_59291,Rural,Large,South,Zone 6,4,2,2,4807,Rented,55,0,0,1,99,36,2003,33,0,B+,5,29,40078
WH_109292,EID_59292,Rural,Mid,West,Zone 4,7,0,7,3789,Rented,31,0,0,0,78,17,2009,15,0,B,3,11,19060
WH_109293,EID_59293,Rural,Large,North,Zone 6,7,0,3,5187,Company Owned,61,0,0,1,213,31,2000,22,0,B+,6,29,28059
WH_109294,EID_59294,Urban,Large,North,Zone 5,7,1,2,3649,Company Owned,54,0,0,1,71,25,2007,34,0,B,6,25,40102
WH_109295,EID_59295,Rural,Mid,South,Zone 3,7,0,4,5685,Company Owned,61,1,0,1,138,32,2018,9,1,A+,4,27,13129
WH_109296,EID_59296,Rural,Large,South,Zone 5,2,0,3,3646,Rented,35,0,1,1,146,30,,36,1,C,6,25,51110
WH_109297,EID_59297,Rural,Large,South,Zone 5,7,0,2,4897,Company Owned,47,0,0,1,122,29,2020,6,0,B+,2,14,8134
WH_109298,EID_59298,Rural,Mid,West,Zone 3,8,0,6,3843,Company Owned,49,0,0,1,95,30,,4,1,B+,2,19,5099
WH_109299,EID_59299,Rural,Mid,West,Zone 4,2,3,2,5266,Company Owned,31,0,0,1,175,30,,4,1,C,3,26,6121
WH_109300,EID_59300,Rural,Large,North,Zone 6,3,2,4,6372,Company Owned,19,0,0,1,109,34,,12,0,C,4,28,15057
WH_109301,EID_59301,Rural,Large,West,Zone 6,4,0,2,6653,Company Owned,68,0,0,1,204,31,2018,6,0,A,3,23,9143
WH_109302,EID_59302,Rural,Large,South,Zone 6,1,0,2,5581,Rented,64,0,0,0,125,21,,36,0,C,6,29,49089
WH_109303,EID_59303,Rural,Mid,South,Zone 2,0,0,3,5245,Rented,21,0,0,1,267,24,,32,0,B,5,32,38062
WH_109304,EID_59304,Rural,Large,South,Zone 5,6,0,2,5017,Company Owned,45,0,0,1,116,56,,14,1,B+,6,25,17119
WH_109305,EID_59305,Urban,Mid,West,Zone 3,8,1,6,6258,Company Owned,18,1,0,1,102,33,2016,7,1,C,4,19,10061
WH_109306,EID_59306,Rural,Large,North,Zone 6,0,3,4,4370,Rented,54,0,0,1,129,35,,13,0,B,2,29,16119
WH_109307,EID_59307,Rural,Small,West,Zone 6,6,4,2,4139,Company Owned,21,0,0,1,63,37,,4,0,C,1,15,5057
WH_109308,EID_59308,Rural,Large,West,Zone 6,7,4,4,6703,Rented,41,0,0,1,85,21,,18,0,B+,5,23,20141
WH_109309,EID_59309,Rural,Mid,South,Zone 2,6,2,2,5546,Rented,46,0,0,0,195,27,2006,20,0,A,4,32,25119
WH_109310,EID_59310,Rural,Large,North,Zone 5,3,0,2,5552,Company Owned,29,0,1,1,138,37,2002,22,1,A+,5,17,31126
WH_109311,EID_59311,Urban,Mid,North,Zone 4,1,0,4,4756,Rented,35,0,0,0,78,18,,30,0,B+,2,26,36109
WH_109312,EID_59312,Rural,Small,North,Zone 6,8,0,2,7053,Company Owned,47,0,0,1,89,33,2006,17,0,B,6,9,20087
WH_109313,EID_59313,Rural,Small,North,Zone 6,7,0,4,4727,Rented,34,0,0,0,142,18,1998,33,1,A+,3,13,44059
WH_109314,EID_59314,Rural,Large,North,Zone 5,5,0,4,4455,Rented,30,0,0,1,186,30,2020,5,1,B,1,25,5105
WH_109315,EID_59315,Urban,Mid,North,Zone 4,4,0,2,5911,Rented,36,0,0,1,245,28,2011,20,0,C,6,26,25061
WH_109316,EID_59316,Rural,Small,East,Zone 6,5,3,5,4956,Company Owned,31,0,0,0,268,29,2001,24,0,B+,2,15,28059
WH_109317,EID_59317,Rural,Large,South,Zone 5,8,0,3,4839,Company Owned,56,0,0,0,72,33,2010,21,0,C,6,14,29081
WH_109318,EID_59318,Rural,Mid,North,Zone 2,2,2,4,5158,Company Owned,22,0,0,1,252,24,,26,0,B+,5,12,31083
WH_109319,EID_59319,Urban,Large,South,Zone 5,7,3,2,4768,Company Owned,68,0,0,0,66,27,,5,1,C,1,25,7106
WH_109320,EID_59320,Urban,Large,West,Zone 6,5,0,4,5848,Rented,17,0,0,0,178,30,2009,16,0,B+,3,23,20126
WH_109321,EID_59321,Rural,Large,North,Zone 6,7,3,3,4932,Company Owned,26,0,0,0,105,38,,22,1,B+,5,29,26075
WH_109322,EID_59322,Rural,Mid,North,Zone 2,6,0,4,3368,Company Owned,58,0,0,1,209,20,2000,23,0,B+,6,12,29106
WH_109323,EID_59323,Rural,Large,West,Zone 5,1,3,3,3850,Rented,31,0,0,1,248,36,,11,0,A,6,14,14146
WH_109324,EID_59324,Rural,Small,South,Zone 6,3,0,2,4017,Company Owned,56,0,0,0,137,42,2020,4,1,C,2,9,6130
WH_109325,EID_59325,Rural,Small,South,Zone 1,6,0,2,4708,Company Owned,45,0,0,1,234,41,2023,0,0,NA,0,16,11126
WH_109326,EID_59326,Rural,Mid,North,Zone 3,4,0,2,7274,Company Owned,26,1,0,1,248,,2013,17,0,C,5,27,23112
WH_109327,EID_59327,Rural,Small,South,Zone 1,1,0,2,5156,Rented,28,1,0,1,180,20,,10,0,A,3,21,15093
WH_109328,EID_59328,Urban,Small,South,Zone 1,2,1,4,4174,Company Owned,25,0,0,1,235,42,,29,0,B,2,21,34068
WH_109329,EID_59329,Urban,Small,West,Zone 1,3,0,3,6645,Rented,30,0,0,0,99,36,2000,24,0,B+,4,3,28117
WH_109330,EID_59330,Rural,Small,South,Zone 6,8,1,2,4718,Company Owned,45,0,0,1,197,40,2000,29,1,A,6,2,38072
WH_109331,EID_59331,Rural,Mid,South,Zone 2,3,0,2,5664,Rented,30,1,0,1,251,28,2016,11,1,A+,3,12,15055
WH_109332,EID_59332,Rural,Small,South,Zone 6,7,0,3,5503,Rented,22,0,0,0,92,24,,15,1,A+,3,15,19144
WH_109333,EID_59333,Rural,Large,West,Zone 5,4,0,2,4905,Rented,27,0,0,0,167,18,1998,28,0,C,6,10,37109
WH_109334,EID_59334,Rural,Small,North,Zone 1,3,0,3,5167,Rented,36,0,0,1,167,26,2020,8,1,C,2,31,10145
WH_109335,EID_59335,Rural,Small,North,Zone 6,5,3,3,4872,Rented,27,0,0,0,195,26,,13,1,A+,2,9,18090
WH_109336,EID_59336,Rural,Large,North,Zone 5,8,0,2,6426,Rented,32,0,0,1,204,34,2005,26,1,A+,3,14,37093
WH_109337,EID_59337,Rural,Mid,South,Zone 3,0,0,2,3854,Rented,37,0,0,1,143,28,,11,0,A,2,19,14086
WH_109338,EID_59338,Rural,Small,West,Zone 6,8,0,4,5269,Rented,49,0,0,0,102,20,2002,25,0,A,3,9,31100
WH_109339,EID_59339,Rural,Large,West,Zone 5,7,0,4,4285,Company Owned,70,0,0,1,261,22,2018,5,0,B+,2,10,6066
WH_109340,EID_59340,Rural,Mid,North,Zone 3,5,0,3,3292,Rented,66,0,0,1,77,41,2013,20,1,B,5,27,23068
WH_109341,EID_59341,Rural,Mid,West,Zone 4,8,2,3,6210,Company Owned,34,0,0,0,153,35,,4,0,B,2,11,4139
WH_109342,EID_59342,Rural,Mid,West,Zone 3,4,0,2,3744,Company Owned,40,1,0,0,212,38,2016,12,0,B+,1,19,15137
WH_109343,EID_59343,Urban,Mid,North,Zone 2,0,0,4,5059,Rented,24,0,0,1,175,28,,24,0,C,3,1,30096
WH_109344,EID_59344,Rural,Mid,South,Zone 4,4,0,2,4194,Rented,61,0,0,0,124,,2020,6,1,C,1,26,9147
WH_109345,EID_59345,Rural,Large,North,Zone 5,4,0,3,3335,Rented,63,0,0,1,197,40,2011,20,1,B,4,14,25086
WH_109346,EID_59346,Rural,Mid,South,Zone 4,8,0,2,5104,Rented,18,0,0,0,253,19,2013,9,0,A,4,26,12101
WH_109347,EID_59347,Rural,Mid,South,Zone 4,2,1,2,6015,Company Owned,53,0,0,0,147,32,,12,0,B+,4,26,14055
WH_109348,EID_59348,Rural,Large,North,Zone 5,6,0,4,5064,Company Owned,20,0,0,1,115,23,1998,26,0,C,6,24,35092
WH_109349,EID_59349,Rural,Mid,North,Zone 2,7,2,3,4947,Company Owned,61,0,0,1,255,29,,12,0,A,2,22,16102
WH_109350,EID_59350,Rural,Large,North,Zone 5,3,0,3,4874,Company Owned,33,0,0,1,149,21,2000,30,1,B+,2,14,39103
WH_109351,EID_59351,Rural,Mid,North,Zone 3,5,0,2,6126,Company Owned,27,0,0,1,136,54,2003,26,0,A,5,27,36141
WH_109352,EID_59352,Rural,Mid,North,Zone 4,5,0,2,4693,Company Owned,66,0,0,1,72,40,2022,5,0,B+,3,26,5127
WH_109353,EID_59353,Rural,Small,North,Zone 1,6,3,4,3825,Rented,33,0,0,0,193,22,,17,1,A+,6,3,22087
WH_109354,EID_59354,Rural,Mid,West,Zone 4,4,0,4,4666,Rented,31,0,0,1,94,27,,6,0,B,3,11,7068
WH_109355,EID_59355,Rural,Large,West,Zone 6,1,0,3,4215,Company Owned,55,0,0,1,79,35,,12,0,A+,6,23,16071
WH_109356,EID_59356,Rural,Small,North,Zone 6,1,1,2,5379,Rented,19,0,0,0,100,18,,18,0,B,2,8,20116
WH_109357,EID_59357,Rural,Mid,West,Zone 4,1,0,1,2606,Company Owned,38,0,0,0,253,22,,24,0,A+,5,11,31099
WH_109358,EID_59358,Rural,Small,North,Zone 1,1,0,4,4390,Rented,39,0,0,0,238,33,,16,0,B+,5,30,18119
WH_109359,EID_59359,Rural,Small,North,Zone 6,2,1,3,6097,Company Owned,63,0,0,0,97,31,,15,0,A,3,9,19083
WH_109360,EID_59360,Rural,Large,North,Zone 6,4,3,6,5154,Company Owned,35,0,0,0,130,27,,26,0,B+,6,6,30058
WH_109361,EID_59361,Urban,Large,South,Zone 5,6,0,2,6148,Rented,70,0,0,1,70,22,,14,1,A+,3,10,19073
WH_109362,EID_59362,Rural,Small,North,Zone 1,2,0,5,5313,Company Owned,35,1,0,1,65,31,,4,0,A,2,16,5091
WH_109363,EID_59363,Rural,Large,North,Zone 5,6,1,2,5047,Rented,27,0,0,1,199,20,2010,22,1,A+,2,25,29128
WH_109364,EID_59364,Rural,Mid,South,Zone 4,3,2,2,4717,Company Owned,59,0,0,0,137,23,,24,1,A+,3,26,31097
WH_109365,EID_59365,Rural,Small,South,Zone 1,7,0,4,3311,Rented,41,0,0,1,151,27,2000,25,1,A+,3,21,32099
WH_109366,EID_59366,Rural,Small,South,Zone 1,8,0,4,5372,Company Owned,54,0,0,1,114,33,2010,21,0,C,6,21,28151
WH_109367,EID_59367,Rural,Large,North,Zone 5,5,0,2,4994,Rented,27,0,0,1,209,61,2015,10,0,A,1,17,13057
WH_109368,EID_59368,Rural,Large,West,Zone 6,0,0,4,4063,Rented,38,0,0,0,218,18,,25,0,B,3,23,29119
WH_109369,EID_59369,Rural,Large,West,Zone 5,6,0,4,5453,Company Owned,52,1,0,1,248,31,2016,8,0,B+,2,14,9064
WH_109370,EID_59370,Rural,Mid,South,Zone 2,5,1,3,5278,Rented,69,0,0,0,160,20,2021,4,1,C,2,32,6134
WH_109371,EID_59371,Rural,Small,North,Zone 1,6,2,3,5019,Company Owned,40,0,0,1,155,26,2004,32,1,B+,2,21,39110
WH_109372,EID_59372,Rural,Small,West,Zone 6,4,2,3,5097,Rented,34,0,0,1,258,32,1999,17,1,A+,3,9,22058
WH_109373,EID_59373,Rural,Mid,South,Zone 2,4,1,2,3753,Company Owned,26,0,0,1,210,31,,12,0,B+,3,32,13119
WH_109374,EID_59374,Rural,Large,North,Zone 5,0,0,3,6211,Company Owned,49,1,0,1,221,37,,7,0,C,3,24,8147
WH_109375,EID_59375,Rural,Mid,West,Zone 2,7,1,5,4232,Rented,26,0,0,1,188,39,,15,1,A+,5,12,20069
WH_109376,EID_59376,Rural,Large,North,Zone 5,2,0,4,5048,Rented,56,1,0,0,73,78,,5,0,C,2,17,7144
WH_109377,EID_59377,Rural,Large,West,Zone 6,4,0,4,7196,Rented,43,0,0,0,139,16,1997,25,0,C,4,23,31103
WH_109378,EID_59378,Rural,Small,South,Zone 1,7,1,2,6828,Company Owned,22,0,0,1,256,,1997,14,0,A,5,3,19064
WH_109379,EID_59379,Urban,Mid,North,Zone 4,1,0,2,5277,Rented,66,0,0,1,184,30,,20,0,A,3,26,28139
WH_109380,EID_59380,Rural,Mid,West,Zone 3,7,0,3,4563,Company Owned,61,1,0,1,264,30,2004,24,0,A,3,19,31073
WH_109381,EID_59381,Rural,Large,North,Zone 6,3,4,2,5234,Rented,35,0,0,1,82,31,,12,0,B,5,28,14112
WH_109382,EID_59382,Rural,Large,North,Zone 6,0,3,3,4477,Company Owned,55,0,0,0,69,56,,11,0,B,5,23,12135
WH_109383,EID_59383,Rural,Large,North,Zone 6,3,2,3,3917,Rented,55,0,0,0,254,35,2014,9,0,A,5,28,12084
WH_109384,EID_59384,Rural,Small,North,Zone 1,4,2,5,6189,Company Owned,26,1,0,1,227,24,2017,5,1,B,2,21,6106
WH_109385,EID_59385,Rural,Large,North,Zone 5,4,2,4,8236,Rented,21,0,0,0,65,18,,4,0,B+,2,14,5085
WH_109386,EID_59386,Rural,Large,North,Zone 6,0,1,2,5123,Company Owned,19,0,0,1,259,39,,5,0,A,1,28,6140
WH_109387,EID_59387,Rural,Small,North,Zone 1,1,1,3,4570,Rented,37,0,0,1,69,25,,14,0,B,6,30,17134
WH_109388,EID_59388,Urban,Large,North,Zone 5,8,0,2,4994,Company Owned,22,0,0,0,176,25,2018,12,0,A,3,17,16085
WH_109389,EID_59389,Rural,Mid,West,Zone 4,3,3,3,6190,Rented,15,0,0,0,164,33,,5,0,B+,6,26,6142
WH_109390,EID_59390,Rural,Mid,West,Zone 3,4,0,4,2746,Company Owned,36,0,0,1,140,30,2003,26,0,A,2,19,36082
WH_109391,EID_59391,Rural,Mid,North,Zone 4,6,0,4,5279,Company Owned,44,0,0,1,254,40,1997,33,1,B,4,26,43147
WH_109392,EID_59392,Rural,Large,North,Zone 6,6,3,4,2886,Rented,46,0,0,1,109,27,,6,1,A+,5,23,8062
WH_109393,EID_59393,Rural,Large,North,Zone 6,5,0,4,4614,Rented,54,0,0,1,256,22,2020,7,1,C,1,28,9061
WH_109394,EID_59394,Rural,Mid,South,Zone 4,3,0,1,5064,Rented,56,0,0,1,155,31,2000,38,1,B,4,11,49099
WH_109395,EID_59395,Rural,Mid,West,Zone 4,5,0,2,5962,Rented,58,0,0,1,229,23,2009,14,0,C,6,11,19073
WH_109396,EID_59396,Urban,Small,North,Zone 1,8,0,5,4633,Rented,26,0,0,0,205,18,2010,19,1,A,6,3,25113
WH_109397,EID_59397,Rural,Mid,West,Zone 4,4,1,3,6753,Rented,37,1,1,1,228,31,,17,1,B,5,11,20124
WH_109398,EID_59398,Rural,Mid,South,Zone 2,1,0,2,4619,Rented,30,0,0,1,57,34,,5,0,B+,3,32,6134
WH_109399,EID_59399,Urban,Large,West,Zone 6,6,1,3,4513,Company Owned,51,0,0,1,88,23,2013,9,0,C,6,23,12093
WH_109400,EID_59400,Rural,Large,North,Zone 6,7,0,3,4740,Rented,62,0,0,0,76,18,2021,8,0,B+,1,6,9148
WH_109401,EID_59401,Rural,Mid,South,Zone 3,3,1,2,4963,Rented,42,0,0,1,125,29,2001,26,0,C,5,27,34117
WH_109402,EID_59402,Rural,Small,West,Zone 6,3,0,3,6335,Rented,16,0,0,1,100,20,2022,4,1,C,2,8,5111
WH_109403,EID_59403,Rural,Large,West,Zone 5,3,1,3,4954,Company Owned,51,0,0,0,161,21,2012,14,0,B+,5,14,17078
WH_109404,EID_59404,Rural,Mid,West,Zone 4,2,3,4,4602,Company Owned,37,0,0,0,223,28,,12,1,C,5,26,15082
WH_109405,EID_59405,Rural,Small,South,Zone 6,2,1,2,5304,Rented,62,0,0,0,145,17,,28,0,A+,4,2,37074
WH_109406,EID_59406,Rural,Large,West,Zone 6,4,0,2,4783,Company Owned,22,0,0,1,94,31,2015,21,0,A,4,23,30147
WH_109407,EID_59407,Urban,Large,North,Zone 6,5,0,3,6017,Rented,30,0,0,1,210,31,2000,36,0,C,6,23,49147
WH_109408,EID_59408,Rural,Mid,West,Zone 3,1,3,5,4786,Rented,38,0,0,0,114,31,,15,0,B+,6,27,17079
WH_109409,EID_59409,Rural,Large,East,Zone 5,0,0,5,4554,Rented,48,0,0,1,147,24,,23,0,B+,5,14,29079
WH_109410,EID_59410,Rural,Mid,South,Zone 3,0,0,2,4140,Company Owned,30,0,0,1,198,26,,20,0,C,5,19,25100
WH_109411,EID_59411,Urban,Small,North,Zone 6,0,0,2,5023,Company Owned,62,0,0,0,200,27,,5,0,B,3,13,6081
WH_109412,EID_59412,Rural,Mid,West,Zone 4,7,0,4,6126,Company Owned,46,0,0,1,140,28,1998,25,1,B+,6,26,32081
WH_109413,EID_59413,Rural,Mid,South,Zone 3,0,1,3,3823,Company Owned,32,0,0,1,123,31,,35,0,A+,6,19,45144
WH_109414,EID_59414,Rural,Large,North,Zone 5,7,1,2,5409,Company Owned,33,0,0,0,244,30,2003,25,0,B+,5,5,30149
WH_109415,EID_59415,Rural,Mid,South,Zone 2,8,0,3,5728,Company Owned,17,0,0,1,122,31,2002,36,0,A,3,32,48071
WH_109416,EID_59416,Rural,Small,South,Zone 6,7,0,2,4478,Rented,40,0,0,0,176,16,2003,33,0,A,5,2,45123
WH_109417,EID_59417,Rural,Large,North,Zone 5,4,1,4,4693,Rented,59,0,0,1,189,35,,7,0,C,2,17,8075
WH_109418,EID_59418,Rural,Large,North,Zone 5,1,0,3,7424,Company Owned,51,0,0,1,66,28,,36,0,C,2,14,49087
WH_109419,EID_59419,Rural,Small,South,Zone 6,7,0,2,4916,Rented,19,0,0,0,147,30,2021,0,0,NA,0,9,5123
WH_109420,EID_59420,Rural,Large,North,Zone 6,0,0,2,4302,Company Owned,30,0,0,0,215,50,,17,0,C,6,6,22104
WH_109421,EID_59421,Rural,Large,South,Zone 5,7,0,2,4301,Rented,69,0,0,0,177,15,1999,30,1,A+,3,25,40077
WH_109422,EID_59422,Rural,Mid,South,Zone 2,8,0,3,5782,Company Owned,47,0,0,1,154,20,1997,23,1,C,3,1,32058
WH_109423,EID_59423,Rural,Mid,North,Zone 3,5,0,2,6176,Company Owned,44,1,0,0,230,,2015,17,1,A+,6,27,25061
WH_109424,EID_59424,Rural,Small,South,Zone 1,7,4,3,6661,Rented,17,0,0,1,105,28,2012,15,0,C,1,21,19149
WH_109425,EID_59425,Rural,Mid,West,Zone 3,5,0,6,4444,Rented,31,0,0,1,224,25,,26,1,B+,4,19,31064
WH_109426,EID_59426,Rural,Mid,South,Zone 3,2,0,2,5190,Company Owned,56,0,0,1,144,33,,39,1,A,3,19,55151
WH_109427,EID_59427,Rural,Large,North,Zone 6,8,1,4,5284,Company Owned,21,0,0,1,173,22,,6,0,A,2,28,8070
WH_109428,EID_59428,Rural,Large,West,Zone 6,3,0,3,10320,Rented,48,0,0,0,71,16,2004,27,1,C,5,23,38132
WH_109429,EID_59429,Urban,Large,West,Zone 5,8,0,4,3736,Company Owned,39,0,0,1,136,55,2015,10,1,A+,5,14,14086
WH_109430,EID_59430,Rural,Small,North,Zone 6,6,3,3,5375,Company Owned,61,0,0,1,69,20,2009,22,1,A,5,8,29136
WH_109431,EID_59431,Rural,Large,South,Zone 5,1,0,1,3174,Rented,23,0,0,1,156,20,,5,0,B+,6,14,6055
WH_109432,EID_59432,Urban,Mid,North,Zone 4,5,0,3,3005,Company Owned,59,0,0,1,137,30,2019,4,1,C,2,26,6071
WH_109433,EID_59433,Rural,Large,North,Zone 6,6,3,4,4924,Company Owned,36,1,0,1,94,31,,0,0,NA,0,23,3099
WH_109434,EID_59434,Rural,Large,West,Zone 6,1,0,4,3791,Company Owned,35,0,0,1,182,41,,31,0,B+,2,23,39102
WH_109435,EID_59435,Rural,Large,North,Zone 5,7,0,4,4776,Company Owned,20,0,0,1,245,26,2008,20,0,C,3,14,25111
WH_109436,EID_59436,Rural,Large,North,Zone 5,2,2,2,4701,Company Owned,41,0,0,1,250,32,,15,0,C,5,17,19060
WH_109437,EID_59437,Rural,Large,North,Zone 6,5,0,2,4557,Rented,29,0,1,1,245,27,2003,30,0,C,3,23,39083
WH_109438,EID_59438,Rural,Large,North,Zone 5,5,0,4,4811,Rented,50,0,0,1,153,26,,11,0,C,2,24,14139
WH_109439,EID_59439,Rural,Large,North,Zone 6,3,0,2,6960,Rented,34,0,0,1,199,23,,4,0,B,1,28,5146
WH_109440,EID_59440,Rural,Large,South,Zone 5,7,0,4,4825,Rented,44,0,0,1,236,28,2010,23,1,A+,3,14,30106
WH_109441,EID_59441,Rural,Small,West,Zone 6,3,1,3,4455,Company Owned,27,0,0,1,87,30,2015,10,1,A,2,2,13126
WH_109442,EID_59442,Rural,Large,North,Zone 5,0,0,3,5184,Rented,58,0,0,1,127,31,,32,0,A,2,24,43079
WH_109443,EID_59443,Urban,Mid,North,Zone 2,4,0,2,4225,Rented,39,0,0,0,173,29,2001,27,0,B,5,12,34093
WH_109444,EID_59444,Rural,Mid,West,Zone 4,8,0,4,4972,Company Owned,54,0,0,1,270,35,2003,32,1,A+,2,26,42132
WH_109445,EID_59445,Rural,Large,North,Zone 6,8,0,3,3328,Rented,38,0,0,1,222,29,2010,22,0,A,6,28,30103
WH_109446,EID_59446,Rural,Large,North,Zone 6,5,3,3,3381,Company Owned,15,1,0,1,172,35,2004,22,1,B,6,28,26061
WH_109447,EID_59447,Rural,Mid,South,Zone 2,7,0,2,4501,Company Owned,25,0,0,1,73,58,2010,18,0,A,5,32,23089
WH_109448,EID_59448,Rural,Large,North,Zone 6,5,1,3,9091,Company Owned,51,0,0,1,265,35,2003,23,0,A,4,28,31129
WH_109449,EID_59449,Rural,Mid,South,Zone 2,8,0,3,4725,Rented,42,1,0,1,172,26,2004,24,1,A+,4,1,31091
WH_109450,EID_59450,Rural,Small,South,Zone 6,6,0,4,4581,Company Owned,50,0,0,0,186,26,2002,26,1,C,4,9,36092
WH_109451,EID_59451,Rural,Mid,South,Zone 4,0,4,2,9933,Company Owned,61,0,0,1,133,25,,25,0,A+,3,26,32064
WH_109452,EID_59452,Urban,Small,West,Zone 6,3,0,2,7508,Company Owned,56,0,0,1,265,27,2004,26,1,C,5,15,35119
WH_109453,EID_59453,Rural,Small,South,Zone 1,0,4,2,3843,Rented,44,0,0,1,230,34,,26,0,B,3,21,30125
WH_109454,EID_59454,Rural,Mid,South,Zone 2,1,0,2,6038,Company Owned,59,0,0,1,257,30,,23,0,C,6,12,30116
WH_109455,EID_59455,Rural,Large,West,Zone 5,1,0,4,2729,Company Owned,26,0,0,1,60,36,,24,0,B+,6,10,27113
WH_109456,EID_59456,Rural,Mid,South,Zone 4,2,0,3,4201,Rented,50,0,0,0,83,27,,5,0,C,2,26,6131
WH_109457,EID_59457,Rural,Mid,East,Zone 4,1,0,8,4635,Company Owned,24,0,0,1,94,23,,23,0,B,3,26,27133
WH_109458,EID_59458,Rural,Large,South,Zone 5,0,1,2,4112,Rented,63,0,0,1,143,35,,12,0,A+,1,14,16113
WH_109459,EID_59459,Rural,Mid,North,Zone 4,8,2,2,5651,Company Owned,56,0,0,1,57,26,2019,6,1,A,3,26,8144
WH_109460,EID_59460,Rural,Large,North,Zone 6,7,1,4,5413,Rented,40,0,0,0,186,17,2021,0,0,NA,0,6,6073
WH_109461,EID_59461,Rural,Large,North,Zone 6,8,0,3,4786,Company Owned,44,0,0,0,77,27,2022,4,0,C,1,23,6124
WH_109462,EID_59462,Rural,Large,North,Zone 5,5,0,2,7617,Rented,15,0,0,1,91,33,2021,6,1,C,2,17,9063
WH_109463,EID_59463,Rural,Small,South,Zone 6,1,0,2,5021,Company Owned,64,0,0,0,152,27,,22,0,B+,4,15,25070
WH_109464,EID_59464,Rural,Mid,North,Zone 4,8,1,3,4450,Company Owned,66,0,0,0,131,27,2009,20,0,B+,2,26,23146
WH_109465,EID_59465,Rural,Large,North,Zone 6,8,0,3,4030,Rented,16,0,0,1,138,24,2000,38,1,C,2,6,53136
WH_109466,EID_59466,Rural,Large,North,Zone 6,8,5,1,6485,Company Owned,29,0,0,0,138,21,,6,0,C,5,23,8150
WH_109467,EID_59467,Rural,Small,North,Zone 6,2,0,3,5522,Rented,39,0,0,0,112,15,,6,0,B,5,9,7068
